ID,Titulo,Detalles,URL,Niveles,Nivel,Categorias
164,"Say it correctly in English! -TION, -SION, -CIAN, -TIAN, -CION Pronunciation",pronunciation,https://www.engvid.com/tion-sion-cian-tian-cion-pronunciation/,Intermediate,Intermediate,pronunciation
165,“I” or “ME”?,grammar,https://www.engvid.com/i-or-me/,Intermediate,Intermediate,grammar
166,Play games and improve your English?! YES!!!,culture & tips,https://www.engvid.com/play-games-and-improve-your-english/,"Beginner, Intermediate",Intermediate,culture & tips
167,Learn 10 ENGLISH IDIOMS from Entertainment,expressions,https://www.engvid.com/learn-10-english-idioms-from-entertainment/,Intermediate,Intermediate,expressions
168,British English & American English: SPELLING DIFFERENCES,grammar writing,https://www.engvid.com/british-english-american-english-spelling-differences/,Intermediate,Intermediate,"grammar, writing"
169,✈ TRAVEL ENGLISH: Vocabulary & expressions for the airport ✈️,vocabulary,https://www.engvid.com/travel-english-vocabulary-expressions-for-the-airport/,"Beginner, Intermediate",Intermediate,vocabulary
170,Learn the BEST Canadian Slang,slang,https://www.engvid.com/learn-the-best-canadian-slang/,"Intermediate, Advanced",Advanced,slang
171,Watch this! 10 Ways to Use Imperatives,grammar speaking,https://www.engvid.com/watch-this-10-ways-to-use-imperatives/,Intermediate,Intermediate,"grammar, speaking"
172,English Vocabulary Builder: HOUSING (American & British English),vocabulary,https://www.engvid.com/english-vocabulary-builder-housing-american-british-english/,Intermediate,Intermediate,vocabulary
173,How to use the PAST PERFECT TENSE…today!,grammar speaking,https://www.engvid.com/how-to-use-the-past-perfect-tense-today/,Intermediate,Intermediate,"grammar, speaking"
174,3 Common Problems in Learning English (+ how to solve them),culture & tips,https://www.engvid.com/3-common-problems-in-learning-english-how-to-solve-them/,"Beginner, Intermediate, Advanced",Advanced,culture & tips
175,15 PHRASAL VERBS with meanings you can’t guess!,expressions vocabulary,https://www.engvid.com/15-food-phrasal-verbs-with-meanings-you-cant-guess/,Intermediate,Intermediate,"expressions, vocabulary"
176,"Visiting London? Enjoy the theatre! What to see, where to go, what to expect.",culture & tips,https://www.engvid.com/visiting-london-enjoy-theatre/,"Intermediate, Advanced",Advanced,culture & tips
177,1 English Phrasal Verb with 10 meanings: PUT OUT!,expressions vocabulary,https://www.engvid.com/english-phrasal-verb-put-out/,Intermediate,Intermediate,"expressions, vocabulary"
178,Let’s get going! 10 Casual English Expressions You Can Start Using RIGHT NOW,speaking vocabulary,https://www.engvid.com/lets-get-going-10-casual-english-expressions/,Advanced,Advanced,"speaking, vocabulary"
179,Let’s relax and learn some English vocabulary & expressions!,grammar vocabulary,https://www.engvid.com/relax-english-vocabulary-expressions/,Intermediate,Intermediate,"grammar, vocabulary"
180,“LEND” or “BORROW”? What’s the difference?,vocabulary,https://www.engvid.com/lend-or-borrow/,Beginner,Beginner,vocabulary
181,"English Vocabulary Hack: 15 words, 30 meanings!",vocabulary,https://www.engvid.com/english-vocabulary-hack-15-words-30-meanings/,"Intermediate, Advanced",Advanced,vocabulary
182,Improve Your Vocabulary: 8 Words for Intermediate English Learners,vocabulary,https://www.engvid.com/improve-your-vocabulary-8-words-for-intermediate-english-learners/,"Intermediate, Advanced",Advanced,vocabulary
183,Professional & Business English: Negotiating Vocabulary,business english expressions vocabulary,https://www.engvid.com/professional-business-english-negotiating-vocabulary/,Intermediate,Intermediate,"business english, expressions, vocabulary"
184,How to understand and enjoy English poetry,culture & tips,https://www.engvid.com/how-to-understand-and-enjoy-english-poetry/,Advanced,Advanced,culture & tips
185,LEARN ENGLISH: How to talk about people & events in the past,grammar vocabulary,https://www.engvid.com/learn-english-how-to-talk-about-people-events-in-the-past/,"Intermediate, Advanced",Advanced,"grammar, vocabulary"
186,Want to Immigrate to Canada? Here’s What You Need to Know.,culture & tips,https://www.engvid.com/want-to-immigrate-to-canada/,Intermediate,Intermediate,culture & tips
187,EASY ENGLISH CONVERSATION: How to tell a story in English,expressions speaking,https://www.engvid.com/easy-english-conversation-how-to-tell-a-story-in-english/,"Intermediate, Advanced",Advanced,"expressions, speaking"
188,English for Beginners: Learn all the CONSONANT SOUNDS,pronunciation,https://www.engvid.com/english-for-beginners-all-consonant-sounds/,Beginner,Beginner,pronunciation
189,"9 Easy 2-Word English Expressions: “on call”, “on edge”, “on board”…",expressions,https://www.engvid.com/9-easy-2-word-english-expressions/,Intermediate,Intermediate,expressions
190,SIMPLE PAST or PRESENT PERFECT? When + how to use them!,grammar,https://www.engvid.com/simple-past-or-present-perfect-when-how-to-use-them/,Intermediate,Intermediate,grammar
191,English for Real Life: Renting a Car,vocabulary,https://www.engvid.com/english-for-real-life-renting-a-car/,Intermediate,Intermediate,vocabulary
192,25+ English Expressions for Musicians & Music Lovers,culture & tips expressions,https://www.engvid.com/25-english-expressions-for-musicians-music-lovers/,Intermediate,Intermediate,"culture & tips, expressions"
193,25+ Ways to Make Friends in English,culture & tips,https://www.engvid.com/25-ways-to-make-friends-in-english/,"Beginner, Intermediate, Advanced",Advanced,culture & tips
194,LEARN ENGLISH MODALS with Sherlock Holmes,grammar,https://www.engvid.com/learn-english-modals-with-sherlock-holmes/,Intermediate,Intermediate,grammar
195,Learn 10 English Idioms with ‘BOOK’,expressions,https://www.engvid.com/learn-10-english-idioms-with-book/,Intermediate,Intermediate,expressions
196,3 Keys to Learning English,culture & tips,https://www.engvid.com/3-keys-to-learning-english/,"Beginner, Intermediate",Intermediate,culture & tips
197,How to say the days of the week correctly in English,pronunciation,https://www.engvid.com/how-to-say-the-days-of-the-week-correctly-in-english/,Beginner,Beginner,pronunciation
198,10 English Expressions with meanings you can’t guess,expressions,https://www.engvid.com/10-english-expressions-with-meanings-you-cant-guess/,Intermediate,Intermediate,expressions
199,Vocabulary of International Trade | Business English,business english expressions vocabulary,https://www.engvid.com/vocabulary-of-international-trade-business-english/,Advanced,Advanced,"business english, expressions, vocabulary"
200,“Yes… No… Yeah… Sure.” WHAT???,culture & tips slang speaking,https://www.engvid.com/yes-no-yeah-sure-what/,Intermediate,Intermediate,"culture & tips, slang, speaking"
201,CORRECT YOUR ENGLISH: Top 10 Mistakes with Gerunds & Infinitives,grammar,https://www.engvid.com/top-10-mistakes-gerunds-infinitives/,Intermediate,Intermediate,grammar
202,Customer Service English: The H.E.A.R.T. Approach,culture & tips,https://www.engvid.com/customer-service-english-the-heart-approach/,Intermediate,Intermediate,culture & tips
203,"Formal, Neutral, Informal: Use the correct register in English!",culture & tips vocabulary,https://www.engvid.com/formal-neutral-informal-use-the-correct-register-in-english/,Advanced,Advanced,"culture & tips, vocabulary"
204,Upgrade Your Vocabulary: 6 ADVANCED ENGLISH VERBS,IELTS TOEFL vocabulary,https://www.engvid.com/upgrade-your-vocabulary-6-advanced-english-verbs/,Advanced,Advanced,"ielts, vocabulary"
205,Speak and be understood! ‘TH’ & ‘D’ Sounds in English,pronunciation,https://www.engvid.com/th-d-sounds-in-english/,Intermediate,Intermediate,pronunciation
206,"21 English Expressions with “FIRST”: first timer, first light, if at first…",expressions,https://www.engvid.com/21-english-expressions-first/,Intermediate,Intermediate,expressions
207,Upgrade Your English: “AS LONG AS” & “AS FAR AS”,expressions vocabulary,https://www.engvid.com/as-long-as-as-far-as/,Intermediate,Intermediate,"expressions, vocabulary"
208,How to Write a Formal Email: 12 Rules,business english writing,https://www.engvid.com/how-to-write-a-formal-email-12-rules/,Intermediate,Intermediate,"business english, writing"
209,Speak like a Pro! 25 Business English Phrases,business english vocabulary,https://www.engvid.com/speak-like-a-pro-25-business-english-phrases/,Intermediate,Intermediate,"business english, vocabulary"
210,Easy English Conversation: Talk about interests and hobbies,speaking vocabulary,https://www.engvid.com/easy-english-conversation-interests-hobbies/,"Beginner, Intermediate",Intermediate,"speaking, vocabulary"
211,Top 10 Pronunciation Tips for IELTS Success,IELTS pronunciation TOEFL,https://www.engvid.com/top-10-pronunciation-tips-for-ielts-success/,Intermediate,Intermediate,"ielts, pronunciation"
212,Syllable Stress in Long English Words,pronunciation vocabulary,https://www.engvid.com/syllable-stress-in-long-english-words/,Advanced,Advanced,"pronunciation, vocabulary"
213,Learn English Vocabulary: Shopping at the Supermarket,vocabulary,https://www.engvid.com/learn-english-vocabulary-shopping-at-the-supermarket/,Beginner,Beginner,vocabulary
214,"Say & Write Numbers in English: currencies, fractions, percentages, decimals, large numbers",business english IELTS vocabulary writing,https://www.engvid.com/say-write-numbers-in-english/,Intermediate,Intermediate,"business english, ielts, vocabulary, writing"
215,"Test Your Personality, Improve Your English!",culture & tips vocabulary,https://www.engvid.com/test-your-personality-improve-your-english/,"Beginner, Intermediate, Advanced",Advanced,"culture & tips, vocabulary"
216,LOVE AND GRAMMAR: English for Online Dating,culture & tips grammar writing,https://www.engvid.com/love-and-grammar-english-for-online-dating/,"Beginner, Intermediate, Advanced",Advanced,"culture & tips, grammar, writing"
217,PREPOSITIONS IN ENGLISH: Learn 20 Verbs with Prepositions,grammar,https://www.engvid.com/prepositions-in-english-20-verbs-with-prepositions/,Intermediate,Intermediate,grammar
218,PRONUNCIATION: The 2 ways to say ‘TH’ in English,pronunciation,https://www.engvid.com/pronunciation-2-ways-to-say-th/,Beginner,Beginner,pronunciation
219,Confusing English Grammar: “THERE IS” or “THERE ARE”?,grammar,https://www.engvid.com/confusing-english-grammar-there-is-or-there-are/,"Beginner, Intermediate, Advanced",Advanced,grammar
220,PHRASAL VERBS: How pronunciation changes their meaning,pronunciation,https://www.engvid.com/phrasal-verbs-how-pronunciation-changes-their-meaning/,Advanced,Advanced,pronunciation
221,Business English for Project Management & Budgets,business english vocabulary,https://www.engvid.com/business-english-for-project-management-budgets/,"Intermediate, Advanced",Advanced,"business english, vocabulary"
222,VERBS to PHRASAL VERBS: Their meaning changes!,expressions vocabulary,https://www.engvid.com/verbs-to-phrasal-verbs-their-meaning-changes/,Advanced,Advanced,"expressions, vocabulary"
223,Start Using the 2nd Conditional in Real English Conversations,grammar speaking,https://www.engvid.com/2nd-conditional-real-english-conversations/,Advanced,Advanced,"grammar, speaking"
224,"Speak English Naturally: WANNA, GIMME, LEMME, GONNA",pronunciation speaking,https://www.engvid.com/speak-english-naturally-wanna-gimme-lemme-gonna/,Intermediate,Intermediate,"pronunciation, speaking"
225,Improve Your Vocabulary Easily: Add “-NESS”!,vocabulary,https://www.engvid.com/improve-your-vocabulary-easily-add-ness/,Beginner,Beginner,vocabulary
226,11 English Expressions for Starting a New Job or Business,business english expressions,https://www.engvid.com/11-english-expressions-new-job-business/,Intermediate,Intermediate,"business english, expressions"
227,"Learn English Grammar: FEW, LITTLE, A FEW, A LITTLE",grammar,https://www.engvid.com/learn-english-grammar-few-little-a-few-a-little/,"Intermediate, Advanced",Advanced,grammar
228,How to stay motivated to learn,culture & tips,https://www.engvid.com/how-to-stay-motivated-to-learn/,"Beginner, Intermediate, Advanced",Advanced,culture & tips
229,"The Future in English: Modals, Conditionals, Clauses, Tenses, Phrases",grammar,https://www.engvid.com/future-english-modals-conditionals-clauses-tenses-phrases/,Intermediate,Intermediate,grammar
230,How to Make a Good First Impression,culture & tips expressions,https://www.engvid.com/how-to-make-a-good-first-impression/,Intermediate,Intermediate,"culture & tips, expressions"
231,Can you solve these 10 FUN RIDDLES?,comprehension vocabulary,https://www.engvid.com/10-fun-riddles/,Advanced,Advanced,"comprehension, vocabulary"
232,Learn English Grammar: INDIRECT SPEECH (REPORTED SPEECH),grammar,https://www.engvid.com/learn-english-grammar-indirect-speech-reported-speech/,"Intermediate, Advanced",Advanced,grammar
233,Famous Quotations from Charles Dickens,culture & tips,https://www.engvid.com/famous-quotations-from-charles-dickens/,Advanced,Advanced,culture & tips
234,Basic English Word Order: Place & Time,grammar,https://www.engvid.com/basic-english-word-order-place-time/,Beginner,Beginner,grammar
235,English for Finance: 7 Key Terms,business english vocabulary,https://www.engvid.com/english-for-finance-7-key-terms/,Advanced,Advanced,"business english, vocabulary"
236,Understand Real English: Famous Lines from Movies,culture & tips expressions,https://www.engvid.com/understand-real-english-famous-lines-from-movies/,Intermediate,Intermediate,"culture & tips, expressions"
237,English Vocabulary & Expressions from Boxing,expressions vocabulary,https://www.engvid.com/english-vocabulary-expressions-from-boxing/,"Intermediate, Advanced",Advanced,"expressions, vocabulary"
